Job Id,title,skills,description,hourlyRateFrom,hourlyRateTo,fixedPriceEstimate,projectSize,duration,experienceLevel,pricingType,requiredSpecialties,requiredRoles,createdAt
JID_0516,Expert Product Manager,"[""Figma""]","Join our product team as a Expert Product Manager. You'll translate product requirements into technical designs and implement infrastructure-as-code for scalable deployments. Collaboration with designers and PMs is key. Required: Figma. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're profitable and focused on product-market fit.",,,12854.48,Medium,6+ months,Intermediate,fixed,"[""Blockchain / Web3""]","[""PM"", ""Analyst""]",2025-06-20T23:02:21.106419Z
JID_0517,Senior Node.js Developer,"[""Flask"", ""Go"", ""GCP""]","Join our product team as a Senior Node.js Developer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: Flask, Go, GCP. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're profitable and focused on product-market fit.",,,1968.1,Medium,Less than 1 month,Junior,fixed,"[""Product / Design"", ""QA & Testing""]","[""Designer"", ""Analyst""]",2025-08-05T15:46:12.106518Z
JID_0518,Expert Product Manager,"[""Prototyping"", ""Accessibility"", ""React"", ""HTML""]","Hey! We're a friendly team looking for a Expert Product Manager. You'll help build user-facing mobile apps. We value communication, clear code, and honest estimates. Tech we use: Prototyping, Accessibility, React, HTML. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We are remote-first and value async communication.",,,13096.34,Medium,Ongoing / Indefinite,Mid,fixed,"[""QA & Testing""]","[""Analyst""]",2025-07-17T17:10:02.106611Z
JID_0519,Junior Python Backend Engineer,"[""Django"", ""Node.js"", ""Express"", ""Redis"", ""PostgreSQL""]","Looking for a Junior Python Backend Engineer with deep experience in performance optimization. The role focuses on a cross-platform mobile application at scale. Required tech: Django, Node.js, Express, Redis, PostgreSQL. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We care deeply about quality, user privacy, and performance.",67.43,92.09,,Medium,1-3 months,Senior,hourly,"[""Product / Design"", ""Data Science & ML""]","[""Designer"", ""Developer""]",2025-06-17T12:17:00.106704Z
JID_0520,Mid React Engineer,"[""React"", ""CSS3"", ""Jest"", ""Webpack"", ""Pytest"", ""k6""]","Join our product team as a Mid React Engineer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: React, CSS3, Jest, Webpack, Pytest, k6. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have a small team of senior engineers and designers.",56.92,96.56,,Medium,3-6 months,Senior,hourly,"[""DevOps / SRE"", ""Product / Design""]","[""Developer""]",2025-08-15T07:29:05.106806Z
JID_0521,Expert Android Developer,"[""Swift""]","We're hiring a Expert Android Developer to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with Swift and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We have a small team of senior engineers and designers.",,,4069.98,Small,3-6 months,Intermediate,fixed,"[""Backend Development"", ""QA & Testing""]","[""Designer""]",2025-05-18T12:44:42.106898Z
JID_0522,Mid Flutter Developer,"[""Flutter"", ""Dart"", ""Swift"", ""Firebase"", ""Realm"", ""Crashlytics"", ""Fastlane""]","Agency brief: Client needs a Mid Flutter Developer to produce a cross-platform mobile application. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Flutter, Dart, Swift, Firebase, Realm, Crashlytics. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We have a small team of senior engineers and designers.",50.81,75.69,,Large,Ongoing / Indefinite,Senior,hourly,"[""DevOps / SRE""]","[""Developer"", ""Designer""]",2025-09-01T20:20:08.107003Z
JID_0523,Expert Backend Developer,"[""Node.js"", ""Express"", ""Go"", ""PostgreSQL"", ""MySQL""]","Expert Backend Developer needed. Scope: a responsive web app with complex UI. Stack: Node.js, Express, Go, PostgreSQL, MySQL. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We have raised seed funding and are scaling rapidly.",,,978.85,Small,6+ months,Entry,fixed,"[""Blockchain / Web3"", ""Frontend Development""]","[""Analyst""]",2025-07-20T08:23:44.107124Z
JID_0524,Expert ML Researcher,"[""Pandas"", ""Scikit-learn"", ""Hugging Face"", ""Airflow"", ""Foundry""]","Agency brief: Client needs a Expert ML Researcher to produce a production-ready backend service. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Pandas, Scikit-learn, Hugging Face, Airflow, Foundry. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We're remote-first and value async communication.",50.95,92.98,,Large,6+ months,Senior,hourly,"[""Blockchain / Web3"", ""DevOps / SRE""]","[""Analyst"", ""Developer""]",2025-07-09T23:56:03.107210Z
JID_0525,Intermediate Frontend Developer,"[""TypeScript"", ""CSS3"", ""HTML5"", ""Vite"", ""Storybook""]","Look, we've been burned before. We're hiring a Intermediate Frontend Developer to actually get things done — no excuses. You'll implement a responsive web app with complex UI, fix our slow endpoints, and make the codebase readable. We need someone with strong TypeScript, CSS3, HTML5, Vite, Storybook experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We're remote-first and value async communication.",30.65,42.94,,Small,6+ months,Intermediate,hourly,"[""Frontend Development""]","[""Architect""]",2025-08-03T01:03:41.107308Z
JID_0526,Mid Infrastructure Engineer,"[""Prometheus"", ""Helm"", ""Terraform""]","This project is research-focused. We're looking for a Mid Infrastructure Engineer to prototype and evaluate backend infrastructure. Responsibilities include data collection, model training, and experimental analysis. Required skills: Prometheus, Helm, Terraform. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're profitable and focused on product-market fit.",,,204826.96,Small,Ongoing / Indefinite,Senior,fixed,"[""Data Science & ML"", ""Mobile Development""]","[""Analyst"", ""Designer""]",2025-05-19T20:45:04.107407Z
JID_0527,Expert Web Developer,"[""Vue.js"", ""Svelte"", ""React"", ""Jest""]","We are seeking a Expert Web Developer to join our Small e-commerce team. The successful candidate will work on backend infrastructure, producing maintainable, tested, and documented code. This role requires experience with Vue.js, Svelte, React, Jest. You will collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: smart contracts and integration with off-chain systems

Deliverables: Production-ready integration with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We are remote-first and value async communication.",28.33,46.03,,Small,Ongoing / Indefinite,Mid,hourly,"[""Backend Development""]","[""Designer""]",2025-05-22T03:09:56.107489Z
JID_0528,Expert Flutter Developer,"[""Swift"", ""Jetpack Compose""]","This project is research-focused. We're looking for a Expert Flutter Developer to prototype and evaluate data pipelines. Responsibilities include data collection, model training, and experimental analysis. Required skills: Swift, Jetpack Compose. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We care deeply about quality, user privacy, and performance.",29.7,42.87,,Medium,Less than 1 month,Mid,hourly,"[""Backend Development"", ""QA & Testing""]","[""Designer"", ""Architect""]",2025-09-20T05:17:15.107566Z
JID_0529,Expert Frontend Developer,"[""Vue.js""]","We're hiring a Expert Frontend Developer to improve security and resilience. You'll review architectures, implement secure patterns, and harden deployments. Must have experiance with Vue.js and security best practices. Provide prior security audit examples. Deliverables: audit report, mitigation plan, and code changes. We're profitable and focused on product-market fit.",36.84,67.22,,Large,Less than 1 month,Mid,hourly,"[""QA & Testing""]","[""Analyst""]",2025-05-31T04:51:07.107654Z
JID_0530,Expert Frontend Developer,"[""Next.js"", ""Vue.js"", ""Angular"", ""Accessibility"", ""Playwright"", ""React"", ""HTML""]","Join our product team as a Expert Frontend Developer. You'll translate product requirements into technical designs and implement an ML model and inference pipeline. Collaboration with designers and PMs is key. Required: Next.js, Vue.js, Angular, Accessibility, Playwright, React. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have raised seed funding and are scaling rapidly.",,,24811.78,Medium,1-3 months,Senior,fixed,"[""QA & Testing""]","[""Architect"", ""Designer""]",2025-06-09T21:10:56.107794Z
JID_0531,Senior Node.js Developer,"[""Go"", ""TensorFlow"", ""PostgreSQL""]","Agency brief: Client needs a Senior Node.js Developer to deliver smart contracts and integration with off-chain systems. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Go, TensorFlow, PostgreSQL. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We care deeply about quality, user privacy, and performance.

PS: We move fast — if you can start next week that's a win.",61.09,76.65,,Medium,3-6 months,Senior,hourly,"[""Blockchain / Web3"", ""Data Science & ML""]","[""Analyst"", ""Engineer""]",2025-09-27T04:06:59.107881Z
JID_0532,Junior Frontend Developer,"[""Angular"", ""Svelte"", ""Material-UI"", ""Accessibility"", ""Vite"", ""Playwright""]","We're a small, tight-knit startup building web products. We need a Junior Frontend Developer who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with Angular, Svelte, Material-UI, Accessibility, Vite, Playwright is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We have a small team of senior engineers and designers.",,,27620.62,Large,Ongoing / Indefinite,Senior,fixed,"[""Frontend Development"", ""QA & Testing""]","[""Designer"", ""PM""]",2025-06-28T10:20:43.107963Z
JID_0533,Mid UX/UI Designer,"[""Prototyping"", ""Design Systems"", ""User Research""]","Look, we've been burned before. We're hiring a Mid UX/UI Designer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Prototyping, Design Systems, User Research experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have a small team of senior engineers and designers.",35.33,54.85,,Large,Ongoing / Indefinite,Mid,hourly,"[""Mobile Development"", ""DevOps / SRE""]","[""Analyst"", ""Architect""]",2025-07-21T17:19:37.108525Z
JID_0534,Senior Frontend Developer,"[""Next.js"", ""Svelte"", ""Dart"", ""Fastlane""]","This project is research-focused. We're looking for a Senior Frontend Developer to prototype and evaluate web products. Responsibilities include data collection, model training, and experimental analysis. Required skills: Next.js, Svelte, Dart, Fastlane. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're profitable and focused on product-market fit.",28.25,50.13,,Large,3-6 months,Intermediate,hourly,"[""Backend Development"", ""DevOps / SRE""]","[""Developer""]",2025-09-07T22:08:38.108682Z
JID_0535,Junior Android Developer,"[""Jetpack Compose"", ""Kotlin"", ""Swift"", ""Supabase"", ""REST API""]","We're a small, tight-knit startup building backend infrastructure. We need a Junior Android Developer who can move fast, ship features, and handle uncertainty. You'll own a production-ready backend service and partner directly with the founding team. Familiarity with Jetpack Compose, Kotlin, Swift, Supabase, REST API is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We care deeply about quality, user privacy, and performance.

PS: We move fast — if you can start next week that's a win.",,,1372.25,Small,1-3 months,Entry,fixed,"[""Frontend Development""]","[""Engineer""]",2025-08-01T18:46:42.108789Z
JID_0536,Intermediate Smart Contract Engineer,"[""Solidity"", ""IPFS"", ""Foundry"", ""Security Audits""]","Join our product team as a Intermediate Smart Contract Engineer. You'll translate product requirements into technical designs and implement a cross-platform mobile application. Collaboration with designers and PMs is key. Required: Solidity, IPFS, Foundry, Security Audits. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have a small team of senior engineers and designers.",37.25,70.15,,Large,1-3 months,Intermediate,hourly,"[""Blockchain / Web3"", ""QA & Testing""]","[""PM"", ""Analyst""]",2025-04-20T12:57:51.108894Z
JID_0537,Intermediate Backend Developer,"[""Spring Boot"", ""Django"", ""Elasticsearch"", ""MongoDB""]","We're seeking a Intermediate Backend Developer to join our bootstraped fintech team. The successful candidate will work on backend infrastructure, producing maintainable, tested, and documented code. This role requires experience with Spring Boot, Django, Elasticsearch, MongoDB. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: smart contracts and integration with off-chain systems

Deliverables: Production-ready API with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We have a small team of senior engineers and designers.",36.18,61.35,,Large,1-3 months,Intermediate,hourly,"[""QA & Testing"", ""Mobile Development""]","[""Developer""]",2025-09-13T17:57:00.108995Z
JID_0538,Expert Node.js Developer,"[""FastAPI"", ""Elasticsearch"", ""GCP"", ""Terraform""]","Looking for a Expert Node.js Developer with deep experience in performance optimization. The role focuses on a production-ready backend service at scale. The role focuses on a production-ready backend service at scale. Required tech: FastAPI, Elasticsearch, GCP, Terraform. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We're profitable and focused on product-market fit.",33.09,52.12,,Medium,Less than 1 month,Mid,hourly,"[""Data Science & ML"", ""QA & Testing""]","[""Developer"", ""Analyst""]",2025-10-02T10:27:14.109084Z
JID_0539,Expert Backend Developer,"[""Spring Boot"", ""Flask"", ""Django""]","Join our product team as a Expert Backend Developer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: Spring Boot, Flask, Django. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're remote-first and value async communication.",38.56,55.03,,Large,Ongoing / Indefinite,Senior,hourly,"[""Product / Design"", ""DevOps / SRE""]","[""Engineer"", ""Analyst""]",2025-08-18T19:15:09.109194Z
JID_0540,Expert Data Engineer,"[""NumPy"", ""Pandas"", ""PostgreSQL"", ""BigQuery""]","We're seeking a Expert Data Engineer to join our well-funded blockchain team. The successful candidate will work on web products, producing maintainable, tested, and documented code. This role requires experience with NumPy, Pandas, PostgreSQL, BigQuery. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: infrastructure-as-code for scalable deployments

Deliverables: Production-ready feature set with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We care deeply about quality, user privacy, and performance.",12.85,19.47,,Small,6+ months,Entry,hourly,"[""Frontend Development""]","[""Designer"", ""Architect""]",2025-07-20T11:31:58.109295Z
JID_0541,Junior iOS Engineer,"[""Dart"", ""Swift"", ""Supabase"", ""XGBoost"", ""Pandas""]","Junior iOS Engineer needed. Scope: a responsive web app with complex UI. Stack: Dart, Swift, Supabase, XGBoost, Pandas. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We're profitable and focused on product-market fit.",14.45,28.2,,Small,6+ months,Entry,hourly,"[""Mobile Development""]","[""Developer""]",2025-09-25T07:58:00.109387Z
JID_0542,Expert Blockchain Developer,"[""Web3.js"", ""Solidity""]","Look, we've been burned before. We're hiring a Expert Blockchain Developer to actually get things done — no excuses. You'll implement infrastructure-as-code for scalable deployments, fix our slow endpoints, and make the codebase readable. We need someone with strong Web3.js, Solidity experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We care deeply about quality, user privacy, and performance.",51.21,71.36,,Medium,6+ months,Senior,hourly,"[""Frontend Development""]","[""Analyst"", ""Developer""]",2025-05-24T23:15:39.109480Z
JID_0543,Expert Go Engineer,"[""Go"", ""Express"", ""Spring Boot"", ""MongoDB"", ""PostgreSQL"", ""GCP"", ""Terraform""]","We're building a Web3 product and need a Expert Go Engineer to implement smart contracts and integration with off-chain services. Scope: an ML model and inference pipeline. Required: Go, Express, Spring Boot, MongoDB, PostgreSQL, GCP. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We're remote-first and value async communication.

PS: We move fast — if you can start next week that's a win.",,,72757.14,Small,1-3 months,Intermediate,fixed,"[""Backend Development"", ""Product / Design""]","[""Engineer"", ""Designer""]",2025-05-17T22:33:05.109575Z
JID_0544,Senior Data Scientist,"[""Python"", ""BigQuery""]","Hey! We're a friendly team looking for a Senior Data Scientist. You'll help build web products. We value communication, clear code, and honest estimates. Tech we use: Python, BigQuery. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're profitable and focused on product-market fit.",,,30871.55,Large,6+ months,Intermediate,fixed,"[""QA & Testing""]","[""Architect"", ""PM""]",2025-07-27T08:44:24.109670Z
JID_0545,Mid ML Researcher,"[""Scikit-learn"", ""Hugging Face"", ""BigQuery""]","Creative agency: seeking a Mid ML Researcher to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Scikit-learn, Hugging Face, BigQuery. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We care deeply about quality, user privacy, and performance.",36.46,62.97,,Small,Less than 1 month,Mid,hourly,"[""Blockchain / Web3"", ""Mobile Development""]","[""Analyst"", ""Developer""]",2025-08-11T14:43:49.109763Z
JID_0546,Senior Go Engineer,"[""Flask"", ""Express"", ""Node.js"", ""Elasticsearch"", ""MySQL"", ""Figma"", ""Prototyping""]","Look, we've been burned before. We're hiring a Senior Go Engineer to actually get things done — no excuses. You'll implement a production-ready backend service, fix our slow endpoints, and make the codebase readable. We need someone with strong Flask, Express, Node.js, Elasticsearch, MySQL, Figma experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have a small team of senior engineers and designers.",,,8521.22,Medium,Less than 1 month,Mid,fixed,"[""QA & Testing"", ""Blockchain / Web3""]","[""Designer""]",2025-06-04T11:24:33.109870Z
JID_0547,Junior UI Engineer,"[""TypeScript"", ""Angular"", ""Jest"", ""Playwright""]","Looking for a Junior UI Engineer with deep experience in performance optimization. The role focuses on smart contracts and integration with off-chain systems at scale. Required tech: TypeScript, Angular, Jest, Playwright. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We're remote-first and value async communication.",13.46,19.36,,Small,Less than 1 month,Junior,hourly,"[""QA & Testing"", ""Frontend Development""]","[""Designer""]",2025-08-26T19:49:30.109956Z
JID_0548,Junior Data Scientist,"[""Scikit-learn"", ""TensorFlow"", ""Flutter""]","We're hiring a Junior Data Scientist to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with Scikit-learn, TensorFlow, Flutter and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We're remote-first and value async communication.",52.19,91.29,,Small,1-3 months,Senior,hourly,"[""Data Science & ML"", ""Mobile Development""]","[""Designer""]",2025-08-28T15:34:38.110042Z
JID_0549,Mid iOS Engineer,"[""Swift"", ""Dart"", ""Supabase"", ""Google Play Console"", ""Crashlytics"", ""Python Backend Engineer"", ""Kubernetes""]","This project is research-focused. We're looking for a Mid iOS Engineer to prototype and evaluate user-facing mobile apps. Responsibilities include data collection, model training, and experimental analysis. Required skills: Swift, Dart, Supabase, Google Play Console, Crashlytics, Python Backend Engineer. You will document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We are remote-first and value async communication.",61.02,99.51,,Medium,Less than 1 month,Senior,hourly,"[""Data Science & ML""]","[""Designer""]",2025-08-22T18:34:35.110145Z
JID_0550,Junior Android Developer,"[""Dart"", ""Kotlin"", ""REST API""]","Hey! We're a friendly team looking for a Junior Android Developer. You'll help build real-time features. We value communication, clear code, and honest estimates. Tech we use: Dart, Kotlin, REST API. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have a small team of senior engineers and designers.",7.28,12.5,,Small,1-3 months,Entry,hourly,"[""Mobile Development""]","[""Analyst"", ""Developer""]",2025-09-12T13:30:28.110245Z
JID_0551,Senior Smart Contract Engineer,"[""Ethers.js"", ""Web3.js"", ""Solidity""]","Look, we've been burned before. We're hiring a Senior Smart Contract Engineer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Ethers.js, Web3.js, Solidity experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have a small team of senior engineers and designers.",64.41,91.7,,Small,Less than 1 month,Senior,hourly,"[""Data Science & ML""]","[""Developer""]",2025-06-12T05:22:08.110324Z
JID_0552,Junior Blockchain Developer,"[""Web3.js""]","Looking for a Junior Blockchain Developer with deep experience in performance optimization. The role focuses on a responsive web app with complex UI at scale. Required tech: Web3.js. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We are remote-first and value async communication.",,,24266.65,Large,1-3 months,Intermediate,fixed,"[""Blockchain / Web3"", ""DevOps / SRE""]","[""Engineer"", ""Architect""]",2025-06-07T20:05:28.110415Z
JID_0553,Expert Mobile Engineer,"[""Dart"", ""Swift"", ""App Store Connect""]","We're hiring a Expert Mobile Engineer to improve security and resilience. You'll review architectures, implement secure patterns, and harden our deployments. You'll review architectures, implement secure patterns, and harden our deployments. Must have experience with Dart, Swift, App Store Connect and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We're remote-first and value async communication.",25.55,39.86,,Medium,1-3 months,Intermediate,hourly,"[""Product / Design"", ""DevOps / SRE""]","[""Developer""]",2025-05-21T13:35:42.110495Z
JID_0554,Mid Mobile Engineer,"[""SwiftUI"", ""Dart"", ""Flutter"", ""Fastlane""]","We're building a Web3 product and need a Mid Mobile Engineer to implement smart contracts and integration with off-chain services. Scope: infrastructure-as-code for scalable deployments. Required: SwiftUI, Dart, Flutter, Fastlane. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",32.34,54.34,,Medium,Ongoing / Indefinite,Mid,hourly,"[""Backend Development"", ""DevOps / SRE""]","[""PM""]",2025-08-30T16:44:30.110580Z
JID_0555,Junior DevOps Engineer,"[""Prometheus"", ""Helm"", ""GKE"", ""EKS""]","Hey! We're a friendly team looking for a Junior DevOps Engineer. You'll help build payments. We value communication, clear code, and honest estimates. Tech we use: Prometheus, Helm, GKE, EKS. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're remote-first and value async communication.",100.06,192.13,,Small,3-6 months,Expert,hourly,"[""Frontend Development""]","[""Developer"", ""Analyst""]",2025-10-04T16:06:13.110665Z
JID_0556,Senior Blockchain Developer,"[""Ethers.js"", ""IPFS"", ""Web3.js""]","We are hiring a Senior Blockchain Developer to improve security and resilience. You will review architectures, implement secure patterns, and harden our deployments. Must have experience with Ethers.js, IPFS, Web3.js and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We have a small team of senior engineers and designers.",,,9760.09,Medium,3-6 months,Intermediate,fixed,"[""Blockchain / Web3"", ""Backend Development""]","[""Architect""]",2025-08-26T09:45:58.110754Z
JID_0557,Junior Android Developer,"[""Jetpack Compose"", ""SwiftUI"", ""Kotlin"", ""Firebase"", ""Realm"", ""App Store Connect"", ""Fastlane""]","Junior Android Developer needed. Scope: infrastructure-as-code for scalable deployments. Stack: Jetpack Compose, SwiftUI, Kotlin, Firebase, Realm, App Store Connect. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We are remote-first and value async communication.",35.08,64.35,,Medium,Ongoing / Indefinite,Mid,hourly,"[""Mobile Development""]","[""PM""]",2025-08-20T06:15:53.110866Z
JID_0558,Junior Python Backend Engineer,"[""Flask""]","Hey! We're a friendly team looking for a Junior Python Backend Engineer. You'll help build data pipelines. We value communication, clear code, and honest estimates. Tech we use: Flask. Tech we use: Flask. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have a small team of senior engineers and designers.",34.82,56.23,,Small,1-3 months,Intermediate,hourly,"[""Product / Design"", ""QA & Testing""]","[""Developer""]",2025-08-22T08:25:25.110976Z
JID_0559,Expert SDET,"[""JUnit"", ""Cypress"", ""k6"", ""Load Testing""]","Agency brief: Client needs a Expert SDET to deliver an ML model and inference pipeline. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: JUnit, Cypress, k6, Load Testing. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We have raised seed funding and are scaling rapidly.",15.48,25.62,,Small,Ongoing / Indefinite,Junior,hourly,"[""QA & Testing""]","[""Developer""]",2025-08-27T03:35:18.111060Z
JID_0560,Expert Node.js Developer,"[""Django"", ""Spring Boot"", ""Go""]","Look, we've been burned before. We're hiring a Expert Node.js Developer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Django, Spring Boot, Go experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have raised seed funding and are scaling rapidly.",32.32,52.9,,Large,Ongoing / Indefinite,Mid,hourly,"[""Frontend Development"", ""DevOps / SRE""]","[""Designer""]",2025-08-27T21:09:30.111141Z
JID_0561,Expert Mobile Engineer,"[""Flutter"", ""Swift""]","We're building a Web3 product and need a Expert Mobile Engineer to implement smart contracts and integration with off-chain services. Scope: infrastructure-as-code for scalable deployments. Required: Flutter, Swift. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",50.37,99.44,,Small,1-3 months,Senior,hourly,"[""Product / Design"", ""Mobile Development""]","[""Designer"", ""Architect""]",2025-05-08T08:26:39.111241Z
JID_0562,Senior Product Designer,"[""Accessibility""]","Look, we've been burned before. We're hiring a Senior Product Designer to actually get things done — no excuses. You'll implement smart contracts and integration with off-chain systems, fix our slow endpoints, and make the codebase readable. We need someone with strong Accessibility experience. If you're flaky, don't apply.

Must deliver: working feature, tests, and a knowledge transfer.

We have a small team of senior engineers and designers.",31.85,52.65,,Small,1-3 months,Intermediate,hourly,"[""Mobile Development"", ""DevOps / SRE""]","[""Analyst""]",2025-05-24T19:20:14.111329Z
JID_0563,Expert Mobile Engineer,"[""Swift"", ""Dart"", ""SQLite"", ""Backend Developer"", ""FastAPI""]","We're a small, tight-knit startup building ML models. We need a Expert Mobile Engineer who can move fast, ship features, and handle uncertainty. You'll own a production-ready backend service and work directly with the founding team. Familiarity with Swift, Dart, SQLite, Backend Developer, FastAPI is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We're remote-first and value async communication.",8.1,12.1,,Large,6+ months,Entry,hourly,"[""Product / Design""]","[""Architect"", ""PM""]",2025-08-01T00:00:37.111432Z
JID_0564,Expert Mobile Engineer,"[""Flutter"", ""SwiftUI"", ""REST API"", ""GraphQL""]","Agency brief: Client needs a Expert Mobile Engineer to deliver a responsive web app with complex UI. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Flutter, SwiftUI, REST API, GraphQL. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We have raised seed funding and are scaling rapidly.

PS: We move fast — if you can start next week that's a win.",,,8676.09,Large,6+ months,Intermediate,fixed,"[""Mobile Development""]","[""Developer"", ""Architect""]",2025-07-23T09:51:28.111514Z
JID_0565,Intermediate React Engineer,"[""Svelte"", ""shadcn/ui"", ""CSS3""]","We're a small, tight-knit startup building payments. We need a Intermediate React Engineer who can move fast, ship features, and handle uncertainty. You'll own a production-ready backend service and work directly with the founding team. Familiarity with Svelte, shadcn/ui, CSS3 is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We care deeply about quality, user privacy, and performance.",28.14,43.64,,Small,6+ months,Intermediate,hourly,"[""Product / Design""]","[""Architect""]",2025-06-05T18:55:01.111600Z
