User ID,His roles,His Skills Set,Specialized Profile ID,Qualifications ID,His Project Catalog ID,Experience ID,Specializations Roles
user_0328,"['Customer Service Rep', 'Project Coordinator']","['Excel Data Analysis', 'CRM Management', 'Scheduling', 'Zendesk', 'Trello']",SP_DualMastery,QL_Masters,PC_Admin_2,Entry,['Admin']
user_0329,['Data Scientist'],"['Flutter', 'Python', 'TensorFlow', 'SQL', 'Kubernetes', 'Dart']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_4,Entry,['DevIT']
user_0330,['UI/UX Designer'],"['After Effects', 'Premiere Pro', 'Figma', 'Blender', 'Illustrator', 'Adobe Photoshop', 'Sketch']",SP_PrimaryFocus,QL_SelfTaught,PC_Design_2,Intermediate,['Design']
user_0331,"['Social Media Manager', 'PPC Specialist']","['SEO Audit', 'Salesforce', 'Google Ads', 'HubSpot', 'A/B Testing', 'Facebook Ads', 'Email Marketing']",SP_DualMastery,QL_Bachelors,PC_Sales_4,Intermediate,['Sales']
user_0332,"['Lead Generation Specialist', 'Copywriter (Marketing)', 'Social Media Manager']","['Salesforce', 'Content Strategy', 'Email Marketing', 'HubSpot']",SP_CrossFunctional,QL_Bachelors,PC_Sales_2,Entry,['Sales']
user_0333,"['Frontend Developer', 'Backend Engineer', 'DevOps Specialist']","['Kubernetes', 'Python', 'TensorFlow']",SP_CrossFunctional,QL_Masters,PC_DevIT_1,Entry,['DevIT']
user_0334,['Data Scientist'],"['React', 'TensorFlow', 'AWS', 'Go', 'Vue.js', 'SQL']",SP_PrimaryFocus,QL_Certified,PC_DevIT_1,Intermediate,['DevIT']
user_0335,"['PPC Specialist', 'Ghostwriter', 'Data Scientist']","['Node.js', 'Legal Transcription', 'A/B Testing', 'HubSpot', 'Salesforce', 'Content Strategy']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_1,Expert,"['Writing', 'DevIT', 'Sales']"
user_0336,['Mobile App Developer'],"['Vue.js', 'Django', 'Kubernetes', 'Go', 'JavaScript', 'Python']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_3,Entry,['DevIT']
user_0337,"['Backend Engineer', 'Mobile App Developer', 'Cloud Engineer']","['Dart', 'Vue.js', 'Node.js']",SP_CrossFunctional,QL_Certified,PC_DevIT_3,Entry,['DevIT']
user_0338,"['Motion Graphics Artist', 'Video Editor']","['Blender', 'Figma', 'Illustrator', 'InDesign', 'After Effects', 'Adobe Photoshop']",SP_DualMastery,QL_Bachelors,PC_Design_2,Entry,['Design']
user_0339,['Customer Service Rep'],"['Scheduling', 'CRM Management', 'Zendesk', 'Trello']",SP_PrimaryFocus,QL_Masters,PC_Admin_2,Entry,['Admin']
user_0340,['Data Scientist'],"['Kubernetes', 'JavaScript', 'Django', 'Python', 'Vue.js', 'Dart', 'Node.js']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_4,Intermediate,['DevIT']
user_0341,"['Brand Strategist', 'SEO Specialist']","['Illustrator', 'After Effects', 'A/B Testing', 'Sketch', 'Facebook Ads', 'Figma', 'SEO Audit']",SP_DualMastery,QL_Masters,PC_Design_1,Intermediate,"['Design', 'Sales']"
user_0342,"['Frontend Developer', 'Mobile App Developer', 'Cloud Engineer']","['Kubernetes', 'Flutter', 'Go', 'TensorFlow', 'Node.js', 'SQL']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_1,Entry,['DevIT']
user_0343,"['Backend Engineer', 'Cloud Engineer']","['Vue.js', 'React', 'Python', 'TensorFlow', 'SQL']",SP_DualMastery,QL_SelfTaught,PC_DevIT_5,Expert,['DevIT']
user_0344,['Mobile App Developer'],"['Dart', 'Flutter', 'Kubernetes', 'JavaScript', 'Django']",SP_PrimaryFocus,QL_Certified,PC_DevIT_4,Intermediate,['DevIT']
user_0345,"['UI/UX Designer', 'Motion Graphics Artist']","['Illustrator', 'After Effects', 'Sketch', 'InDesign', 'Premiere Pro']",SP_DualMastery,QL_Certified,PC_Design_5,Entry,['Design']
user_0346,"['DevOps Specialist', 'Graphic Designer', 'Technical Writer']","['Sketch', 'Academic Research', 'Illustrator', 'Copyediting']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Entry,"['Design', 'Writing', 'DevIT']"
user_0347,"['Video Editor', 'Graphic Designer', 'Brand Strategist']","['Premiere Pro', 'After Effects', 'Sketch', 'Illustrator', 'Figma']",SP_CrossFunctional,QL_Masters,PC_Design_4,Intermediate,['Design']
user_0348,"['PPC Specialist', 'UI/UX Designer']","['SEO Audit', 'Sketch', 'Adobe Photoshop']",SP_DualMastery,QL_Certified,PC_Sales_4,Intermediate,"['Design', 'Sales']"
user_0349,"['Frontend Developer', 'Tax Preparer']","['QuickBooks', 'React', 'Dart', 'Auditing', 'Kubernetes', 'Financial Modeling', 'Flutter']",SP_DualMastery,QL_Bachelors,PC_DevIT_5,Intermediate,"['DevIT', 'Finance']"
user_0350,"['UI/UX Designer', 'Graphic Designer', 'Video Editor']","['Sketch', 'After Effects', 'Blender', 'Illustrator', 'InDesign', 'Figma']",SP_CrossFunctional,QL_SelfTaught,PC_Design_1,Entry,['Design']
user_0351,"['Data Scientist', 'Mobile App Developer']","['SQL', 'Flutter', 'Vue.js', 'TensorFlow', 'Dart']",SP_DualMastery,QL_Masters,PC_DevIT_5,Entry,['DevIT']
user_0352,"['Editor/Proofreader', 'Cloud Engineer', 'Data Entry Specialist']","['Zendesk', 'Copyediting', 'Go', 'Node.js', 'Slack', 'Typing Speed 80 WPM', 'Legal Transcription']",SP_CrossFunctional,QL_Certified,PC_Writing_2,Expert,"['Writing', 'DevIT', 'Admin']"
user_0353,['DevOps Specialist'],"['Django', 'Kubernetes', 'JavaScript']",SP_PrimaryFocus,QL_Certified,PC_DevIT_4,Intermediate,['DevIT']
user_0354,"['Copywriter (Marketing)', 'PPC Specialist', 'Social Media Manager']","['Content Strategy', 'A/B Testing', 'Facebook Ads', 'Salesforce', 'HubSpot']",SP_CrossFunctional,QL_Masters,PC_Sales_3,Intermediate,['Sales']
user_0355,"['Social Media Manager', 'PPC Specialist']","['A/B Testing', 'Content Strategy', 'HubSpot', 'SEO Audit', 'Salesforce']",SP_DualMastery,QL_Certified,PC_Sales_5,Entry,['Sales']
user_0356,"['Mobile App Developer', 'Ghostwriter', 'Social Media Manager']","['Email Marketing', 'Medical Writing', 'Node.js', 'A/B Testing', 'AWS', 'Go']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_4,Intermediate,"['Writing', 'DevIT', 'Sales']"
user_0357,['Lead Generation Specialist'],"['HubSpot', 'Google Ads', 'Facebook Ads']",SP_PrimaryFocus,QL_SelfTaught,PC_Sales_4,Entry,['Sales']
user_0358,['Data Scientist'],"['Kubernetes', 'SQL', 'Dart', 'JavaScript', 'Python']",SP_PrimaryFocus,QL_Masters,PC_DevIT_3,Entry,['DevIT']
user_0359,"['Customer Service Rep', 'Project Coordinator']","['Zendesk', 'Microsoft Office', 'CRM Management', 'Typing Speed 80 WPM']",SP_DualMastery,QL_Masters,PC_Admin_5,Expert,['Admin']
user_0360,"['DevOps Specialist', 'Backend Engineer', 'Data Scientist']","['Flutter', 'JavaScript', 'Go']",SP_CrossFunctional,QL_Masters,PC_DevIT_5,Entry,['DevIT']
user_0361,"['Video Editor', 'UI/UX Designer', 'Brand Strategist']","['Sketch', 'Premiere Pro', 'Figma', 'InDesign', 'Blender', 'After Effects']",SP_CrossFunctional,QL_Masters,PC_Design_1,Entry,['Design']
user_0362,"['DevOps Specialist', 'Mobile App Developer']","['Flutter', 'Go', 'Vue.js', 'Django', 'Dart']",SP_DualMastery,QL_SelfTaught,PC_DevIT_4,Entry,['DevIT']
user_0363,"['Mobile App Developer', 'Backend Engineer']","['Django', 'React', 'JavaScript', 'Node.js', 'Flutter', 'TensorFlow']",SP_DualMastery,QL_Certified,PC_DevIT_3,Intermediate,['DevIT']
user_0364,['Tax Preparer'],"['Financial Modeling', 'QuickBooks', 'Auditing', 'Tax Preparation', 'SAP FICO', 'Budgeting']",SP_PrimaryFocus,QL_SelfTaught,PC_Finance_4,Intermediate,['Finance']
user_0365,['Editor/Proofreader'],"['Legal Transcription', 'Copyediting', 'Medical Writing']",SP_PrimaryFocus,QL_Masters,PC_Writing_3,Intermediate,['Writing']
user_0366,['Graphic Designer'],"['Illustrator', 'Sketch', 'Premiere Pro', 'Adobe Photoshop']",SP_PrimaryFocus,QL_Masters,PC_Design_1,Intermediate,['Design']
user_0367,['Motion Graphics Artist'],"['Adobe Photoshop', 'Sketch', 'InDesign', 'After Effects', 'Illustrator']",SP_PrimaryFocus,QL_SelfTaught,PC_Design_1,Intermediate,['Design']
user_0368,['Data Scientist'],"['Dart', 'React', 'Flutter', 'Go', 'JavaScript', 'Kubernetes', 'Django']",SP_PrimaryFocus,QL_Certified,PC_DevIT_2,Intermediate,['DevIT']
user_0369,['Lead Generation Specialist'],"['Salesforce', 'A/B Testing', 'Email Marketing']",SP_PrimaryFocus,QL_SelfTaught,PC_Sales_5,Intermediate,['Sales']
user_0370,"['Graphic Designer', 'Motion Graphics Artist', 'Video Editor']","['Illustrator', 'Premiere Pro', 'Sketch', 'InDesign', 'Figma', 'After Effects', 'Adobe Photoshop']",SP_CrossFunctional,QL_Masters,PC_Design_2,Entry,['Design']
user_0371,['Copywriter (Marketing)'],"['Google Ads', 'HubSpot', 'Salesforce', 'A/B Testing', 'Facebook Ads', 'Content Strategy', 'SEO Audit']",SP_PrimaryFocus,QL_SelfTaught,PC_Sales_4,Entry,['Sales']
user_0372,['Motion Graphics Artist'],"['InDesign', 'Premiere Pro', 'Sketch', 'Illustrator', 'After Effects', 'Figma']",SP_PrimaryFocus,QL_Certified,PC_Design_2,Entry,['Design']
user_0373,"['Cloud Engineer', 'Backend Engineer', 'DevOps Specialist']","['React', 'Dart', 'SQL', 'Django', 'Kubernetes', 'TensorFlow']",SP_CrossFunctional,QL_Bachelors,PC_DevIT_1,Expert,['DevIT']
user_0374,"['Data Scientist', 'Frontend Developer']","['Python', 'TensorFlow', 'React', 'JavaScript']",SP_DualMastery,QL_Certified,PC_DevIT_5,Intermediate,['DevIT']
user_0375,"['UI/UX Designer', 'Financial Analyst', 'Backend Engineer']","['AWS', 'Vue.js', 'Dart', 'Adobe Photoshop']",SP_CrossFunctional,QL_Masters,PC_Design_2,Intermediate,"['Design', 'DevIT', 'Finance']"
user_0376,['Graphic Designer'],"['InDesign', 'Illustrator', 'Sketch']",SP_PrimaryFocus,QL_Certified,PC_Design_1,Intermediate,['Design']
user_0377,"['Customer Service Rep', 'Virtual Assistant']","['Typing Speed 80 WPM', 'Slack', 'CRM Management', 'Scheduling', 'Excel Data Analysis']",SP_DualMastery,QL_Masters,PC_Admin_3,Intermediate,['Admin']
user_0378,"['Cloud Engineer', 'PPC Specialist']","['Salesforce', 'Google Ads', 'Flutter']",SP_DualMastery,QL_Masters,PC_DevIT_2,Entry,"['DevIT', 'Sales']"
user_0379,"['Mobile App Developer', 'Cloud Engineer']","['Vue.js', 'Go', 'Kubernetes', 'AWS', 'SQL']",SP_DualMastery,QL_Certified,PC_DevIT_5,Entry,['DevIT']
user_0380,"['Mobile App Developer', 'Motion Graphics Artist']","['Node.js', 'Dart', 'Figma', 'Kubernetes']",SP_DualMastery,QL_Masters,PC_DevIT_2,Expert,"['Design', 'DevIT']"
user_0381,['Frontend Developer'],"['Dart', 'React', 'Node.js', 'Flutter']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_3,Entry,['DevIT']
user_0382,"['PPC Specialist', 'Copywriter (Marketing)', 'SEO Specialist']","['Salesforce', 'Facebook Ads', 'Google Ads', 'Content Strategy', 'SEO Audit', 'A/B Testing', 'HubSpot']",SP_CrossFunctional,QL_Bachelors,PC_Sales_5,Entry,['Sales']
user_0383,"['Data Scientist', 'Cloud Engineer']","['Go', 'SQL', 'TensorFlow', 'Python', 'Kubernetes']",SP_DualMastery,QL_Bachelors,PC_DevIT_1,Intermediate,['DevIT']
user_0384,"['Motion Graphics Artist', 'Video Editor', 'UI/UX Designer']","['InDesign', 'Adobe Photoshop', 'Figma', 'After Effects', 'Illustrator', 'Sketch', 'Premiere Pro']",SP_CrossFunctional,QL_Certified,PC_Design_4,Intermediate,['Design']
user_0385,"['DevOps Specialist', 'Frontend Developer']","['Dart', 'JavaScript', 'Vue.js', 'Kubernetes', 'Python']",SP_DualMastery,QL_Bachelors,PC_DevIT_4,Intermediate,['DevIT']
user_0386,['PPC Specialist'],"['HubSpot', 'Google Ads', 'Content Strategy', 'Email Marketing']",SP_PrimaryFocus,QL_SelfTaught,PC_Sales_3,Entry,['Sales']
user_0387,"['Customer Service Rep', 'Data Entry Specialist', 'Virtual Assistant']","['Microsoft Office', 'Trello', 'Excel Data Analysis', 'Typing Speed 80 WPM', 'Scheduling']",SP_CrossFunctional,QL_Bachelors,PC_Admin_5,Entry,['Admin']
user_0388,"['PPC Specialist', 'Copywriter (Marketing)']","['Salesforce', 'Content Strategy', 'SEO Audit', 'A/B Testing', 'HubSpot']",SP_DualMastery,QL_Bachelors,PC_Sales_1,Entry,['Sales']
user_0389,"['Video Editor', 'Motion Graphics Artist']","['Adobe Photoshop', 'Premiere Pro', 'Illustrator', 'InDesign']",SP_DualMastery,QL_SelfTaught,PC_Design_4,Intermediate,['Design']
user_0390,"['Editor/Proofreader', 'Content Writer', 'Translator']","['Spanish Translation', 'Grammarly Pro', 'AP Style', 'Medical Writing', 'Copyediting', 'Legal Transcription']",SP_CrossFunctional,QL_Bachelors,PC_Writing_1,Entry,['Writing']
user_0391,"['PPC Specialist', 'SEO Specialist']","['A/B Testing', 'Email Marketing', 'Google Ads', 'Salesforce']",SP_DualMastery,QL_Masters,PC_Sales_5,Entry,['Sales']
user_0392,"['Frontend Developer', 'Cloud Engineer']","['Node.js', 'Vue.js', 'Go', 'JavaScript']",SP_DualMastery,QL_Bachelors,PC_DevIT_1,Entry,['DevIT']
user_0393,"['Translator', 'UI/UX Designer', 'Bookkeeper']","['Premiere Pro', 'AP Style', 'Illustrator']",SP_CrossFunctional,QL_SelfTaught,PC_Writing_1,Entry,"['Design', 'Writing', 'Finance']"
user_0394,"['SEO Specialist', 'Tax Preparer', 'Virtual Assistant']","['Google Ads', 'Microsoft Office', 'Auditing', 'Slack', 'Financial Modeling']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_1,Expert,"['Admin', 'Finance', 'Sales']"
user_0395,"['DevOps Specialist', 'Cloud Engineer']","['Dart', 'Kubernetes', 'Python', 'Vue.js', 'JavaScript', 'Django']",SP_DualMastery,QL_Certified,PC_DevIT_4,Entry,['DevIT']
user_0396,['Frontend Developer'],"['Go', 'JavaScript', 'Flutter', 'Dart', 'SQL', 'Vue.js']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_1,Entry,['DevIT']
user_0397,"['Customer Service Rep', 'SEO Specialist', 'Frontend Developer']","['AWS', 'Trello', 'Zendesk', 'CRM Management', 'JavaScript']",SP_CrossFunctional,QL_Certified,PC_Admin_4,Entry,"['DevIT', 'Admin', 'Sales']"
user_0398,['UI/UX Designer'],"['Sketch', 'After Effects', 'Illustrator']",SP_PrimaryFocus,QL_Bachelors,PC_Design_1,Entry,['Design']
user_0399,['SEO Specialist'],"['HubSpot', 'Facebook Ads', 'SEO Audit']",SP_PrimaryFocus,QL_Certified,PC_Sales_2,Entry,['Sales']
user_0400,"['Video Editor', 'Brand Strategist', 'Motion Graphics Artist']","['Illustrator', 'Sketch', 'Premiere Pro', 'Blender', 'After Effects']",SP_CrossFunctional,QL_Masters,PC_Design_3,Intermediate,['Design']
user_0401,"['Mobile App Developer', 'Backend Engineer', 'Cloud Engineer']","['AWS', 'Node.js', 'Dart', 'SQL', 'Django', 'Python', 'Flutter']",SP_CrossFunctional,QL_Bachelors,PC_DevIT_3,Intermediate,['DevIT']
user_0402,"['Backend Engineer', 'Cloud Engineer']","['React', 'TensorFlow', 'JavaScript', 'Go', 'Python']",SP_DualMastery,QL_Bachelors,PC_DevIT_5,Entry,['DevIT']
user_0403,"['Mobile App Developer', 'Frontend Developer', 'Data Scientist']","['SQL', 'TensorFlow', 'AWS', 'JavaScript']",SP_CrossFunctional,QL_Bachelors,PC_DevIT_4,Entry,['DevIT']
user_0404,['Data Scientist'],"['Kubernetes', 'Node.js', 'Vue.js', 'Dart']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_2,Entry,['DevIT']
user_0405,"['Accountant', 'Financial Analyst']","['SAP FICO', 'QuickBooks', 'Financial Modeling']",SP_DualMastery,QL_Masters,PC_Finance_3,Intermediate,['Finance']
user_0406,['Frontend Developer'],"['JavaScript', 'Python', 'Node.js']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_2,Entry,['DevIT']
user_0407,['Content Writer'],"['Legal Transcription', 'Spanish Translation', 'Medical Writing', 'Copyediting', 'Grammarly Pro', 'AP Style']",SP_PrimaryFocus,QL_Masters,PC_Writing_2,Entry,['Writing']
user_0408,"['UI/UX Designer', 'Video Editor', 'Graphic Designer']","['Premiere Pro', 'Adobe Photoshop', 'Figma']",SP_CrossFunctional,QL_Masters,PC_Design_4,Entry,['Design']
user_0409,['Mobile App Developer'],"['TensorFlow', 'Dart', 'JavaScript', 'Flutter']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_2,Entry,['DevIT']
user_0410,"['Accountant', 'Ghostwriter']","['Academic Research', 'Grammarly Pro', 'Spanish Translation', 'Legal Transcription', 'Tax Preparation', 'AP Style']",SP_DualMastery,QL_SelfTaught,PC_Finance_2,Entry,"['Writing', 'Finance']"
user_0411,"['Frontend Developer', 'Backend Engineer']","['TensorFlow', 'React', 'JavaScript']",SP_DualMastery,QL_SelfTaught,PC_DevIT_3,Expert,['DevIT']
user_0412,"['Cloud Engineer', 'Backend Engineer', 'Mobile App Developer']","['Kubernetes', 'Python', 'Flutter', 'Vue.js', 'SQL']",SP_CrossFunctional,QL_Masters,PC_DevIT_5,Entry,['DevIT']
user_0413,"['DevOps Specialist', 'Backend Engineer']","['Vue.js', 'React', 'Flutter', 'JavaScript', 'Django', 'Kubernetes', 'TensorFlow']",SP_DualMastery,QL_Bachelors,PC_DevIT_2,Intermediate,['DevIT']
user_0414,['Virtual Assistant'],"['Microsoft Office', 'CRM Management', 'Slack', 'Scheduling', 'Trello']",SP_PrimaryFocus,QL_Masters,PC_Admin_2,Entry,['Admin']
user_0415,"['Data Scientist', 'Frontend Developer', 'Backend Engineer']","['Flutter', 'Dart', 'Python', 'AWS', 'Kubernetes', 'TensorFlow']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_3,Intermediate,['DevIT']
user_0416,"['Mobile App Developer', 'Backend Engineer']","['Go', 'Flutter', 'AWS', 'SQL', 'TensorFlow']",SP_DualMastery,QL_Certified,PC_DevIT_4,Entry,['DevIT']
user_0417,['UI/UX Designer'],"['Premiere Pro', 'Sketch', 'Illustrator', 'Blender']",SP_PrimaryFocus,QL_SelfTaught,PC_Design_4,Intermediate,['Design']
user_0418,"['Social Media Manager', 'Accountant', 'Data Entry Specialist']","['Facebook Ads', 'SAP FICO', 'Slack', 'Zendesk', 'Content Strategy', 'Budgeting']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_3,Entry,"['Admin', 'Finance', 'Sales']"
user_0419,"['Project Coordinator', 'Editor/Proofreader', 'Lead Generation Specialist']","['Salesforce', 'Grammarly Pro', 'Spanish Translation']",SP_CrossFunctional,QL_Masters,PC_Admin_3,Intermediate,"['Writing', 'Admin', 'Sales']"
user_0420,"['Lead Generation Specialist', 'SEO Specialist', 'PPC Specialist']","['Salesforce', 'Google Ads', 'SEO Audit', 'Email Marketing', 'HubSpot']",SP_CrossFunctional,QL_Bachelors,PC_Sales_3,Expert,['Sales']
user_0421,['UI/UX Designer'],"['Blender', 'Sketch', 'Figma', 'Premiere Pro', 'InDesign', 'Adobe Photoshop']",SP_PrimaryFocus,QL_SelfTaught,PC_Design_4,Intermediate,['Design']
user_0422,"['Frontend Developer', 'Backend Engineer']","['Dart', 'TensorFlow', 'React', 'Vue.js', 'SQL', 'AWS']",SP_DualMastery,QL_Bachelors,PC_DevIT_1,Entry,['DevIT']
user_0423,['Cloud Engineer'],"['Python', 'SQL', 'Vue.js', 'React', 'Node.js']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_2,Intermediate,['DevIT']
user_0424,['SEO Specialist'],"['SEO Audit', 'Salesforce', 'Content Strategy', 'A/B Testing', 'Email Marketing']",SP_PrimaryFocus,QL_SelfTaught,PC_Sales_1,Entry,['Sales']
user_0425,['Technical Writer'],"['Grammarly Pro', 'Copyediting', 'Academic Research', 'Spanish Translation', 'Medical Writing']",SP_PrimaryFocus,QL_Masters,PC_Writing_2,Expert,['Writing']
user_0426,['Video Editor'],"['Adobe Photoshop', 'Blender', 'Sketch']",SP_PrimaryFocus,QL_Masters,PC_Design_4,Entry,['Design']
user_0427,"['Lead Generation Specialist', 'Social Media Manager', 'PPC Specialist']","['A/B Testing', 'Salesforce', 'Google Ads']",SP_CrossFunctional,QL_Bachelors,PC_Sales_5,Entry,['Sales']
user_0428,"['Content Writer', 'Translator', 'Editor/Proofreader']","['Medical Writing', 'Legal Transcription', 'Grammarly Pro', 'Spanish Translation']",SP_CrossFunctional,QL_SelfTaught,PC_Writing_5,Entry,['Writing']
user_0429,['UI/UX Designer'],"['Sketch', 'Blender', 'Premiere Pro']",SP_PrimaryFocus,QL_Bachelors,PC_Design_2,Intermediate,['Design']
user_0430,"['PPC Specialist', 'Social Media Manager']","['HubSpot', 'Salesforce', 'Google Ads', 'Email Marketing', 'Facebook Ads', 'A/B Testing']",SP_DualMastery,QL_Bachelors,PC_Sales_5,Intermediate,['Sales']
user_0431,"['Editor/Proofreader', 'Technical Writer']","['Medical Writing', 'Academic Research', 'Legal Transcription', 'AP Style', 'Spanish Translation', 'Grammarly Pro']",SP_DualMastery,QL_Masters,PC_Writing_5,Intermediate,['Writing']
user_0432,['Social Media Manager'],"['HubSpot', 'Email Marketing', 'Salesforce', 'SEO Audit', 'Google Ads']",SP_PrimaryFocus,QL_Masters,PC_Sales_2,Expert,['Sales']
user_0433,"['Graphic Designer', 'Motion Graphics Artist', 'UI/UX Designer']","['Adobe Photoshop', 'Premiere Pro', 'Figma', 'Illustrator', 'InDesign', 'After Effects', 'Sketch']",SP_CrossFunctional,QL_Certified,PC_Design_1,Intermediate,['Design']
user_0434,"['Lead Generation Specialist', 'Virtual Assistant', 'Technical Writer']","['Excel Data Analysis', 'Copyediting', 'Microsoft Office', 'A/B Testing', 'Trello', 'Typing Speed 80 WPM']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_1,Intermediate,"['Writing', 'Admin', 'Sales']"
user_0435,"['Graphic Designer', 'Video Editor']","['After Effects', 'Adobe Photoshop', 'Illustrator']",SP_DualMastery,QL_Masters,PC_Design_4,Entry,['Design']
user_0436,['Motion Graphics Artist'],"['InDesign', 'Adobe Photoshop', 'Premiere Pro', 'Figma', 'Sketch', 'Blender']",SP_PrimaryFocus,QL_SelfTaught,PC_Design_1,Intermediate,['Design']
user_0437,"['Social Media Manager', 'Video Editor', 'Frontend Developer']","['Content Strategy', 'Vue.js', 'Node.js', 'After Effects', 'Salesforce']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_2,Intermediate,"['Design', 'DevIT', 'Sales']"
user_0438,['Project Coordinator'],"['Trello', 'Excel Data Analysis', 'Typing Speed 80 WPM']",SP_PrimaryFocus,QL_Bachelors,PC_Admin_3,Entry,['Admin']
user_0439,['Ghostwriter'],"['AP Style', 'Medical Writing', 'Grammarly Pro']",SP_PrimaryFocus,QL_SelfTaught,PC_Writing_2,Entry,['Writing']
user_0440,['Copywriter (Marketing)'],"['HubSpot', 'Google Ads', 'A/B Testing', 'Facebook Ads']",SP_PrimaryFocus,QL_Certified,PC_Sales_1,Entry,['Sales']
user_0441,"['Editor/Proofreader', 'Content Writer', 'Technical Writer']","['Copyediting', 'Academic Research', 'AP Style', 'Legal Transcription', 'Medical Writing', 'Spanish Translation']",SP_CrossFunctional,QL_Masters,PC_Writing_4,Intermediate,['Writing']
user_0442,"['Lead Generation Specialist', 'Translator']","['AP Style', 'Grammarly Pro', 'Email Marketing', 'Facebook Ads', 'Copyediting']",SP_DualMastery,QL_SelfTaught,PC_Sales_4,Intermediate,"['Writing', 'Sales']"
user_0443,"['DevOps Specialist', 'Graphic Designer', 'Accountant']","['JavaScript', 'Premiere Pro', 'InDesign', 'Django']",SP_CrossFunctional,QL_Bachelors,PC_DevIT_2,Expert,"['Design', 'DevIT', 'Finance']"
user_0444,['Customer Service Rep'],"['Slack', 'Zendesk', 'Excel Data Analysis']",SP_PrimaryFocus,QL_Bachelors,PC_Admin_2,Expert,['Admin']
user_0445,['Cloud Engineer'],"['Flutter', 'Go', 'React', 'TensorFlow']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_1,Entry,['DevIT']
user_0446,"['SEO Specialist', 'Copywriter (Marketing)', 'Social Media Manager']","['Content Strategy', 'SEO Audit', 'Google Ads', 'Facebook Ads', 'HubSpot', 'Salesforce', 'Email Marketing']",SP_CrossFunctional,QL_Certified,PC_Sales_5,Entry,['Sales']
user_0447,['Bookkeeper'],"['Budgeting', 'QuickBooks', 'Tax Preparation']",SP_PrimaryFocus,QL_SelfTaught,PC_Finance_4,Entry,['Finance']
user_0448,"['Data Scientist', 'Mobile App Developer', 'Cloud Engineer']","['Django', 'SQL', 'Node.js', 'TensorFlow', 'JavaScript', 'Vue.js']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_5,Entry,['DevIT']
user_0449,['Motion Graphics Artist'],"['Illustrator', 'Figma', 'Sketch', 'Adobe Photoshop']",SP_PrimaryFocus,QL_Masters,PC_Design_5,Entry,['Design']
user_0450,"['Translator', 'Editor/Proofreader', 'Content Writer']","['Academic Research', 'Grammarly Pro', 'Legal Transcription']",SP_CrossFunctional,QL_SelfTaught,PC_Writing_5,Intermediate,['Writing']
user_0451,"['Project Coordinator', 'Virtual Assistant']","['Zendesk', 'Slack', 'Typing Speed 80 WPM', 'CRM Management']",SP_DualMastery,QL_Masters,PC_Admin_2,Expert,['Admin']
user_0452,['DevOps Specialist'],"['Go', 'Python', 'Dart', 'Django', 'JavaScript']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_1,Expert,['DevIT']
user_0453,['Cloud Engineer'],"['Node.js', 'JavaScript', 'Python']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_5,Intermediate,['DevIT']
user_0454,"['UI/UX Designer', 'Graphic Designer']","['Premiere Pro', 'Blender', 'After Effects', 'Figma', 'InDesign']",SP_DualMastery,QL_Certified,PC_Design_5,Intermediate,['Design']
user_0455,"['Graphic Designer', 'Brand Strategist']","['After Effects', 'Premiere Pro', 'Blender', 'Figma']",SP_DualMastery,QL_Masters,PC_Design_3,Intermediate,['Design']
user_0456,"['Virtual Assistant', 'Customer Service Rep']","['Excel Data Analysis', 'Zendesk', 'Microsoft Office', 'Trello']",SP_DualMastery,QL_Masters,PC_Admin_4,Entry,['Admin']
user_0457,['Translator'],"['AP Style', 'Legal Transcription', 'Medical Writing']",SP_PrimaryFocus,QL_Masters,PC_Writing_4,Entry,['Writing']
user_0458,"['Frontend Developer', 'Cloud Engineer', 'Data Scientist']","['Vue.js', 'React', 'SQL', 'Python', 'Node.js', 'Dart', 'Django']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Entry,['DevIT']
user_0459,"['SEO Specialist', 'Copywriter (Marketing)', 'Social Media Manager']","['Google Ads', 'SEO Audit', 'HubSpot', 'Facebook Ads', 'Content Strategy', 'Salesforce']",SP_CrossFunctional,QL_Bachelors,PC_Sales_1,Expert,['Sales']
